OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,PARK_ID,REGION,ShapeSTArea,ShapeSTLength
771,Roxbury Heritage State Park I,Commonwealth of Massachusetts,A97,3,Roxbury,2.81, ,Institutional District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,122703.8091,3884.106996
772,Eliot Burying Ground,City of Boston,Ch114S7/A97,4,Roxbury,0.80077488,20 Eustis Str.,Open Space District,Cemeteries & Burying Grounds,BPRD, ,X,A, ,,0,0,,PARK_Maintenance_Ground Maintenance,34569.74414,778.8842402
773,Blake Estates Urban Wild,City of Boston,A97/CR,6,Hyde Park,0.34, ,Industrial District,Urban Wilds & Natural Areas,BCC, ,X, ,Allis Chalmers UW,,0,0,,INFO_Reallocation From Dept,14734.68628,644.4529282
774,Railroad Avenue,Commonwealth of Massachusetts,A97,6,Hyde Park,1.1, ,Residential District,Urban Wilds & Natural Areas,DCR, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,47864.20239,1226.926498
775,Fairview Cemetery,City of Boston,Ch114S7/A97,4,Hyde Park,57.24643678,28 Fairview Ave.,Residential District,Cemeteries & Burying Grounds,BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,2495306.268,7299.930587
776,McCormack School Yard,City of Boston,,3,Dorchester,0.58,315 Mt Vernon Street,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL,,N,,,BPS,0,0,,INFO_Reallocation From Dept,25390.03369,646.8437181
777,Belvidere/Dalton Plaza,City of Boston, ,1,Back Bay/Beacon Hill,0.14717063, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,Private,N,X, ,PWD,0,0,,INFO_Reallocation From Dept,7185.123047,468.7457394
778,Joyce Playground,City of Boston,A97,3,Allston-Brighton,1.31255051,80 Union Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,59447.81836,1041.224601
779,Cassidy Playground,City of Boston,A97,3,Allston-Brighton,9.3341859,381 Chestnut Hill Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,418485.1807,2708.181303
780,Shubow Park I,City of Boston,A97,3,Allston-Brighton,0.57,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Chiswick Park,,0,0,,PARK_Maintenance_Region 4,24900.60327,770.589469
781,Shubow Park II,City of Boston,,3,Allston-Brighton,0.16,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Chiswick Park,BPWD,0,0,,PARK_Maintenance_Ground Maintenance,6776.513672,671.2075211
782,St. Augustine Burying Ground,Private,,4,South Boston,0.91,"Dorchester Ave, Tudor St, F St, ",Residential District,Cemeteries & Burying Grounds,Private,Private,N,N,,Private,0,0,,INFO_Reallocation From Dept,39774.46851,1212.764555
783,Central Square,City of Boston,A97,1,East Boston,0.90501454,Opposite 22 WM C Kelly Sq.,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,,PARK_Maintenance_Region 1,39423.13403,780.4375996
784,Watson Park II,BHA, ,3,South End,0.02154804,15 Taylor Str.,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N, , ,,0,0,,INFO_Reallocation From Dept,995.3417969,152.7149736
785,Watson Park I,BRA, ,3,South End,0.08,15 Taylor Str.,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BRA,N,X, ,BRA,0,0,,PARK_Maintenance_Region 5,3605.420898,399.9247287
786,Rossmore/Stedman Park,City of Boston,A97,3,Jamaica Plain,0.07394843,Opposite 41 Rossmore Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,3204.296631,248.0702085
787,Brewer/Burroughs Tot Lot,City of Boston,A97,3,Jamaica Plain,0.18565302,Opposite 2 Brewer Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,8330.25,373.015355
788,The Fenway I,City of Boston,A97/NRHP,2,Fenway/Kenmore,50.28,The Fenway from Emanuel College to Boston Conservatory of Music (Brookline Ave to Boylston St),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway,,0,0,,INFO_Reallocation From Dept,294057.6343,25658.24672
789,Avenue Louis Pasteur,City of Boston,,2,Fenway/Kenmore,1.49,,Residential District,"Parkways, Reservations & Beaches",,BPWD,N,X,,BPWD,0,0,,INFO_Reallocation From Dept,64724.86816,5522.513116
790,Brighton Police Station Campus,City of Boston, ,1,Allston-Brighton,0.45, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPD,N,X, ,BPD,0,0,,INFO_Reallocation From Dept,19791.91626,1192.758786
791,Public Ground,City of Boston,A97,1,Allston-Brighton,0.06,,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,,X,X,,BPRD,0,0,,INFO_Reallocation From Dept,2775.326904,200.241863
792,Tebroc Street Playlot,City of Boston,,3,Dorchester,0.02,,Residential District,"Parks, Playgrounds & Athletic Fields",,,N,X,,DND,0,0,,INFO_Reallocation From Dept,945.7583008,125.0951621
793,BU Grounds West,Private, ,1,Allston-Brighton,1.1,899-925 Commonwealth Avenue,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,47968.61255,2034.157471
794,BU Grounds Central,Private, ,1,Fenway/Kenmore,2.53983108, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Boston Univ Campus,,0,0,,INFO_Reallocation From Dept,212502.7502,9939.625433
795,BU Grounds South,Private, ,1,Fenway/Kenmore,0.83,630-640 Commonwealth Avenue,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,39500.09619,920.5522647
796,BU Yard,Private,,3,Fenway/Kenmore,0.18,,Residential District,"Parks, Playgrounds & Athletic Fields",,,N,N,,,0,0,,INFO_Reallocation From Dept,7986.964111,382.2769422
797,BU Grounds East,Private, ,1,Fenway/Kenmore,0.61,594-596 Commonwealth Avenue,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,44774.26807,1789.674397
798,Aquarium Plaza,Private,Ch91/WPA,1,Central Boston,0.46,248 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,28646.96143,1071.813485
799,Aquarium Harborwalk I,Private,Ch91/WPA,1,Central Boston,0.53,248 Atlantic Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Central Wharf Harborwalk,,0,0,,INFO_Reallocation From Dept,24966.93506,3070.983866
800,Kilmarnock-Brookline Square,Private,,1,Fenway/Kenmore,0.1,Brookline Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas",,,N,X,,,0,0,,INFO_Reallocation From Dept,4385.696533,280.1579523
801,Webster Avenue Playground,City of Boston,A97,3,Central Boston,0.06,17-19 Unity Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,BPRD,0,0,,PARK_Maintenance_Ground Maintenance,2456.517578,201.6126838
802,Hanlon Square,City of Boston,A97,1,Jamaica Plain,0.04,"IFO 2-6 Francis Street, nr Huntington & Tremeont Streets (Brigham Circle)",Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Francis Circle,BPRD,0,0,,PARK_Maintenance_Region 3,1673.829834,222.8446872
803,Essex Square,City of Boston,A97,1,Charlestown,0.03,23-25 Essex Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,0,0,,PARK_Maintenance_Ground Maintenance,1093.334717,136.1257417
804,Mt. Pleasant Play Area,City of Boston,A97,3,Roxbury,0.31333134,30 Mt. Pleasant Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,17360.64429,575.620438
805,Joslin Park,City of Boston,A97,1,Fenway/Kenmore,0.30400885,Corner of Pilgrim and Joslin Rd.,Institutional District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,13412.53491,665.5180853
806,Norton/Stonehurst Garden,BNAN,Land Trust,5,Dorchester,0.08486794, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,,INFO_Reallocation From Dept,3482.319336,254.8855595
807,Lawn Street Garden,Private, ,5,Jamaica Plain,0.13142626, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,6446.366455,405.505695
808,Walden Street Community Garden,Community Group/Nonprofit, ,5,Jamaica Plain,0.24024827, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,10995.302,423.9385127
809,Hennigan Schoolyard,City of Boston,100,3,Jamaica Plain,1.86, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,82063.61279,2412.586195
810,Round Hill Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.06917935, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,3071.22583,228.8237856
811,Portsmouth Street Playground,City of Boston,A97,3,Allston-Brighton,4.2823461,35 Portsmouth Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,185610.0876,1913.388791
812,Heath Square,City of Boston,A97,1,Jamaica Plain,0.07251873, ,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X, ,BPRD,0,0,,PARK_Maintenance_Region 3,4264.607178,231.9078585
813,Gustav Emmel Square,City of Boston,A97,1,Roslindale,0.02,,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Carruth Square, Emmet Square (sic)",BPRD,0,0,,INFO_Reallocation From Dept,796.3469238,134.3723915
814,Thompson Square,City of Boston,,1,Charlestown,0.14,111 Warren St.;  other parcel bounded by Austin and Main Streets,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL,BPRD,N,X,"Edward ""Gus"" Whalen Park",PWD,0,0,,PARK_Maintenance_Region 1,5906.880127,515.334815
815,Tremlett Square,City of Boston,A97,1,Dorchester,0.16,Tremlett Street btwn Waldeck and Hooper Sts (at Waldeck end),Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Town Meeting Park,BPRD,0,0,,PARK_Maintenance_Region 2,6886.379639,639.4201342
816,Bonito Square,City of Boston, ,1,East Boston,0.05754655, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X,Joseph A. Bonito Square;  Walley Park,PWD,0,0,,PARK_Maintenance_Region 1,2707.586182,254.7616453
817,Richardson Park,Commonwealth of Massachusetts,A97,1,Dorchester,1.12087438, ,Residential District,"Malls, Squares & Plazas",DCR,DCR,X,X, ,DCR,0,0,,INFO_Reallocation From Dept,48533.85962,935.7868572
818,Columbia Road,City of Boston,A97,2,Dorchester,0.58,Columbia Road btwn Boston Road and I-93,Residential District,"Parkways, Reservations & Beaches",DCR,MA DOT,N,X,,DCR,0,0,,INFO_Reallocation From Dept,25062.26636,5194.225785
819,Mount Vernon Square,Private,,1,Back Bay/Beacon Hill,0.05,Off River Street btwn Mt Vernon St and Pickney St,Residential District,"Malls, Squares & Plazas",,Private,N,X,,,0,0,,INFO_Reallocation From Dept,1975.747559,170.5822038
820,Charlestown Veteran's Memorial Park,City of Boston,,1,Charlestown,0.04,"On Main Street, opposite John Harvard Mall, just north of City Square",Commercial/Office/Business District,"Malls, Squares & Plazas",,,N,X,,,0,0,,INFO_Reallocation From Dept,1916.809082,183.219765
821,Castle Square Parks,BRA, ,3,South End,1.19, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,51812.04688,2254.526815
822,Hillside/Calumet,City of Boston,,7,Jamaica Plain,1.26,Parker and Prospect Streets,Open Space District,Urban Wilds & Natural Areas,,,N,N,Prospect Hillside,DND,0,0,,INFO_Reallocation From Dept,54740.77661,1639.037888
823,Judge Street,Private, ,6,Jamaica Plain,0.14697678, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,6538.158447,323.3998139
824,Roberts Playground,City of Boston,A97,3,Dorchester,10.18916048,56 Dunbar Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 2,443387.3298,3001.45958
825,Willow Pond Meadow,Commonwealth of Massachusetts,A97/WPA,3,Jamaica Plain,6.29554264, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,Olmsted Park,,0,0,,PARK_Maintenance_Region 3,272323.1147,2217.401041
826,Olmsted Park,City of Boston,A97/NRHP/RSP,3,Jamaica Plain,42.95562559, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Daisy Field,,0,0,,PARK_Maintenance_Ground Maintenance,1865347.229,8807.483827
827,Foster's Nook CG I,City of Boston,,5,South Boston,0.07,344 Athens Street,Residential District,Community Gardens,,Community Group/Nonprofit,N,X,,DND,0,0,,INFO_Reallocation From Dept,3171.032471,227.9615483
828,Foster's Nook CG II,Community Group/Nonprofit,,5,South Boston,0.04,348 Athens Street,Residential District,Community Gardens,,Community Group/Nonprofit,N,X,,,0,0,,INFO_Reallocation From Dept,1784.412598,186.5670242
829,Frieda Garcia Park,City of Boston,A97,3,Back Bay/Beacon Hill,0.27,,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,,BPRD,0,0,,PARK_Maintenance_Ground Maintenance,11665.38232,486.1168172
830,Geneva Cliffs II,Private,,6,North Dorchester,1.19,Cedar Avenue,Open Space District,Urban Wilds & Natural Areas,NULL,BPRD,N,X,NStar at Geneva Cliffs,,0,0,,INFO_Reallocation From Dept,51657.89233,947.2999307
831,Calf Pasture II,Commonwealth of Massachusetts,WPA/Ch91,6,Dorchester,7.12, ,Institutional District,Urban Wilds & Natural Areas,NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,310030.3396,2579.337242
832,Boundary I,City of Boston, ,6,Roslindale,6.92577563, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,307701.7009,2478.820996
833,Stony Brook Reservation III,Commonwealth of Massachusetts,A97/WPA/NHP,2,Roslindale,65.66, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,2916192.795,15108.79307
834,George Wright Golf Course,City of Boston,A97,3,Roslindale,156.37,420 West Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,6794170.718,14378.28813
835,DeForest Urban Wild II,Private, ,6,Hyde Park,0.11, ,Residential District,Urban Wilds & Natural Areas,NULL,NULL,N,,Deforest Street Urban Wild,NULL,0,0,,INFO_Reallocation From Dept,4770.57959,286.1179054
836,DeForest Urban Wild I,City of Boston,A97,6,Hyde Park,0.91, ,Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,Deforest Street Urban Wild,BCC,0,0,,PARK_Maintenance_Ground Maintenance,39824.05859,1242.539716
837,ICA Pier Walk,Private, ,1,South Boston,0.29,100 Northern Avenue,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,12746.93994,1000.175857
838,Fan Pier Harborwalk,Private, ,1,South Boston,1.66, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,72384.25073,2854.076988
839,The Park at Fan Pier,Private,Ch91,3,South Boston,1.26,68 Northern Avenue,Special District,"Parks, Playgrounds & Athletic Fields",Private,Private,N,X,Marina Park,,0,0,,INFO_Reallocation From Dept,55008.55493,1272.575703
840,McLaughlin Playground,City of Boston,A97,3,Jamaica Plain,11.72747534,239 Parker Hill Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,508293.3682,4113.638328
841,Parker Hilltop,Private,A97/CR,6,Jamaica Plain,1.58002668, ,Institutional District,Urban Wilds & Natural Areas,BCC,Private+BPRD,X,X,The Meadow,,0,0,,PARK_Maintenance_Region 3,73818.63477,1153.832022
842,Iroquois Street Woods,Private,Easement,6,Jamaica Plain,1.04421027, ,Institutional District,Urban Wilds & Natural Areas,BCC,Private+BPRD,T,X, ,BCC,0,0,,INFO_Reallocation From Dept,46831.88843,1274.328611
843,Parker/Terrace,City of Boston,,7,Jamaica Plain,1.32,77 Terrace Street,,Urban Wilds & Natural Areas,,,N,,,DND,0,0,,PARK_Maintenance_Region 3,57690.13721,1114.773413
844,Butterfly Garden,Community Group/Nonprofit,,3,Jamaica Plain,0.27,9 Bucknam Street,Residential District,"Parks, Playgrounds & Athletic Fields",,,N,X,Bucknam Street Garden,,0,0,,INFO_Reallocation From Dept,11559.37842,450.6340234
845,BNAN Parcel,BNAN,Land Trust,6,Jamaica Plain,0.27, ,Open Space District,Urban Wilds & Natural Areas,BNAN,BNAN,N,X, ,<NULL>,0,0,,INFO_Reallocation From Dept,11664.74658,491.3583171
846,Allegheny Street I,Private, ,6,Jamaica Plain,0.22,90-92 Alleghany Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,9526.760254,391.8619041
847,Allegheny Street II,Private, ,6,Jamaica Plain,0.74,69 Alleghany Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,32314.72412,939.8087223
848,Mission Hill Community Garden I,BNAN,Land Trust,5,Jamaica Plain,0.34,742 Parker Street,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,14725.46558,565.7675102
849,Mission Hill Community Garden II,BRA,,5,Jamaica Plain,0.15584958, ,Open Space District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,6873.468262,378.615214
850,Central Court,Private,Easement,1,Central Boston,0.07, ,Commercial/Office/Business District,"Malls, Squares & Plazas",Private,Private,N,X,"Broad St Prk, Fairlane Prk, Hamilton Prk",,0,0,,PARK_Maintenance_Ground Maintenance,3035.739258,246.2730031
851,LoPresti Park,City of Boston,A97,3,East Boston,3.23,33 Summer Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,140872.0894,2467.905521
852,Raymond V. Mellone Park I,City of Boston,A97,3,Allston-Brighton,1.08,,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Library Park I,BPRD,0,0,,INFO_Reallocation From Dept,47084.02368,1100.20184
853,Raymond V. Mellone Park II,City of Boston,100,3,Allston-Brighton,0.48,,Special District,"Parks, Playgrounds & Athletic Fields",,BPRD,N,X,Library Park II,BPL,0,0,,INFO_Reallocation From Dept,20696.44189,955.8660875
854,Justice Gourdin Park I,City of Boston,A97,1,Roxbury,0.53, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Peace Park,BPRD,0,0,,PARK_Maintenance_Ground Maintenance,21973.57861,612.2493112
855,Elliot Norton Park,City of Boston,A97,3,Central Boston,0.77064426,277 Tremont Str.,Special District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,,PARK_Maintenance_Region 5,41164.46948,1250.560504
856,Bay Village Neighborhood Park,City of Boston,A97,1,Central Boston,0.07965458, ,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,4095.008789,275.3912031
857,Beauford Play Area,City of Boston,A97,3,Roxbury,0.23995873,127 Howard Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,,PARK_Maintenance_Region 5,10268.23901,411.3432548
858,King School Park,BRA, ,3,Roxbury,0.82,110-122 Intervale St,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Region 5,35736.26611,868.3369386
859,Children's Park,City of Boston,A97,3,Roxbury,0.19,81-85 Intervale St,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,8435.740234,368.1804162
860,Winthrop Playground,City of Boston,A97,3,Roxbury,1.5608951, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,67993.79932,1070.273964
861,The Food Project Lot #2,City of Boston, ,5,Roxbury,1.38,85 Brook Avenue,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,60084.13354,1084.020805
862,Leyland Street Garden,BNAN,Land Trust,5,Roxbury,0.39327913, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,17131.53735,553.7995557
863,Magnolia & Woodford Streets Garden,City of Boston, ,5,Roxbury,0.14701905, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,6404.26416,350.6165312
864,Denton Square,City of Boston,A97,1,Roxbury,0.07843967, ,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,3238.967285,266.1502163
865,Dacia/Woodcliff Community Garden,BNAN,Land Trust,5,Roxbury,0.29448898, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,13135.60425,460.1605656
866,"Julian, Judson, Dean Garden",BNAN,Land Trust,5,Roxbury,0.1909683, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,8623.077148,383.5406881
867,Esparanza Garden,Private, ,5,Roxbury,0.11222645, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,4888.671631,295.1755809
868,Sargent Street Park,Community Group/Nonprofit, ,5,Roxbury,0.31034281, ,Residential District,Community Gardens,NULL, ,N, , , ,0,0,,INFO_Reallocation From Dept,12922.3125,461.9664262
869,Fredericks Middle School Playground,City of Boston, ,3,Roxbury,5.13,262-274 Columbia Road,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,BPS,N,X, ,,0,0,,PARK_Maintenance_Region 5,223449.9036,2439.949831
870,Woodcliff,City of Boston, ,7,Roxbury,1.3,78 Woodcliff Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N,X, ,DND,0,0,,INFO_Reallocation From Dept,56829.68408,1628.946327
871,Ceylon Park I,City of Boston,A97,3,Roxbury,4.17142627,Opposite 261 Magnolia Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 5,180796.1453,2768.742714
872,Ceylon Park II,BRA,,3,Roxbury,0.49,Opposite 261 Magnolia Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,21463.99927,1076.76985
873,Dickerman School Yard,City of Boston,,3,Roxbury,0.55,Magnolia Street,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,,N,X,,BPS,0,0,,INFO_Reallocation From Dept,23795.71045,809.9000597
874,Hannon Playground,City of Boston,A97,3,Roxbury,1.97257523,Opposite 624 Dudley Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Mary Hannon Plgd,,0,0,,PARK_Maintenance_Region 5,85693.25049,1164.348235
875,Melnea Cass Boulevard I,Commonwealth of Massachusetts, ,2,South End,3.04353461, ,Industrial District,"Parkways, Reservations & Beaches",NULL, ,N,X,Melnea Cass Bike Path,,0,0,,INFO_Reallocation From Dept,190837.636,7985.234899
876,Portal Park,MassDOT,A97/CAT Mit,1,Central Boston,0.36,Causeway St above O'Neill Tunnel Entrance Portal (Zakim Bridge Approach),Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X,O'Neill Tunnel Portal Park,,0,0,,INFO_Reallocation From Dept,15968.82471,565.3414712
877,Old West Church Yard,Private,,3,Central Boston,0.19,131 Cambridge Street,Special District,"Parks, Playgrounds & Athletic Fields",,,N,X,,,0,0,,INFO_Reallocation From Dept,8183.076172,416.75542
878,Healy Playground,City of Boston,A97,3,Roslindale,9.53912629,Opposite 155 Florence Str.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 3,418345.9429,2765.118624
879,South End Library Park,City of Boston,,3,South End,0.19,685 Tremont St,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X, ,BPL,0,0,,PARK_Maintenance_Region 5,8242.430664,366.7459134
880,Menino Park,BRA,WPA/Ch91,3,Charlestown,1.24,First Avenue & Sixteenth Street,Special District,"Parks, Playgrounds & Athletic Fields",BRA,Private+BPRD,X,X,"Parcel 5 Park, Spaulding Park",BPRD,0,0,,INFO_Reallocation From Dept,53867.3457,1209.683955
881,Mission Main Park,BHA,,3,Mission Hill,0.71,,Residential District,"Parks, Playgrounds & Athletic Fields",,BHA,N,X,,BHA,0,0,,INFO_Reallocation From Dept,31025.38696,701.691617
882,Rupert-Trinity Park,Private,,1,Dorchester,0.07,Rupert St and Trinity Terrace,Residential District,"Malls, Squares & Plazas",Private,Private,N,,Trinity Terrace Park,Private,0,0,,INFO_Reallocation From Dept,3256.079346,321.4586616
883,Tree House Plaza,Commonwealth of Massachusetts,,1,Mission Hill,0.18,600 Rear Huntington Avenue,Institutional District,"Malls, Squares & Plazas",COM,COM,N,X,,COM,0,0,,INFO_Reallocation From Dept,7707.04248,432.8510409
884,Alice Taylor Homes Playlots,BHA,,3,Mission Hill,0.15,,Residential District,"Parks, Playgrounds & Athletic Fields",,BHA,N,X,,,0,0,,INFO_Reallocation From Dept,6537.145508,642.7993134
885,Mission Main Longwood Gate,BHA,,1,Mission Hill,0.11,"Longwood Avenue, St Alphonsus St, McGreevey Way",Residential District,"Malls, Squares & Plazas",,BHA,N,X,McGreevey Mall,BHA,0,0,,INFO_Reallocation From Dept,4928.296143,310.670423
886,Mission Main Playlots,BHA,,3,Mission Hill,0.82,,Residential District,"Parks, Playgrounds & Athletic Fields",,BHA,N,X,,BHA,0,0,,INFO_Reallocation From Dept,35848.9397,2144.611504
887,Mission Church Gardens,Private,,3,Mission Hill,1.13,1545-1565 Tremont St,Institutional District,"Parks, Playgrounds & Athletic Fields",Private,Private,N,,,Private,0,0,,INFO_Reallocation From Dept,49280.64624,1552.123816
888,Franklin Hill Green,BHA, ,3,Mattapan,0.51, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, ,BHA,0,0,,PARK_Maintenance_Ground Maintenance,22055.31812,608.337334
889,Spectacle Island I,City of Boston,A97,3,Harbor Islands,86,,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,DCR,X,X,Spectacle Island,BPRD,0,0,,INFO_Reallocation From Dept,3746063.962,11421.42443
890,Spectacle Island II,Commonwealth of Massachusetts,A97,3,Harbor Islands,25.52,,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR,DCR,X,X,Spectacle Island,DCR,0,0,,INFO_Reallocation From Dept,1111663.525,6763.442225
